#TSV
#============Begin of sheet============
@Sheet=主次分支
ID	图片资源	分支小Icon	分支警句	挑战分支编号	能力分支编号	纪录分支编号	分支名称	默认等级	分支解锁类型	分支解锁值
0	small1a	small1	警句1	S	s	R	总星级	1	0	
1	small2a	small2	警句2	A	a	R	收藏	1	0	
2	small5a	small5	警句3	D	d	R	生产	1	0	
3	small4a	small4	警句4	C	c	R	艾露	1	0	
4	small7a	small7	警句5	H	h	R	武器	1	0	
5	small3a	small3	警句6	B	b	R	见闻	1	0	
6	small6a	small6	警句7	E	e	R	狩猎	1	0	
7	small8a	small8	警句8	F	f	R	猎团	1	0	
8	small9a	small9	警句9	G	g	R	竞争	0	2	999
#============End of sheet============

#============Begin of sheet============
@Sheet=分支等级
星级分支编号	等级	需要积分	日常积分上限
1	1	300	150
1	2	800	150
1	3	1700	150
1	4	8630	150
1	5	8630	150
2	1	100	150
2	2	300	150
2	3	700	150
2	4	2765	150
2	5	2765	150
3	1	100	150
3	2	300	150
3	3	500	150
3	4	1165	150
3	5	1165	150
4	1	100	150
4	2	300	150
4	3	500	150
4	4	5340	150
4	5	5340	150
5	1	100	150
5	2	300	150
5	3	500	150
5	4	1295	150
5	5	1295	150
6	1	200	150
6	2	500	150
6	3	1200	150
6	4	8585	150
6	5	8585	150
7	1	100	150
7	2	200	150
7	3	400	150
7	4	745	150
7	5	745	150
8	1	200	150
8	2	500	150
8	3	1000	150
8	4	9999	150
8	5	9999	150
#============End of sheet============

#============Begin of sheet============
@Sheet=总览数据
星级等级	FeatureTags	星级事项
1		完成主线任务[属于猎人的星]
2		完成挑战卡片《二星猎人》
2		取得500星级积分
3		完成挑战卡片《三星猎人》
3		取得1500星级积分
4		完成挑战卡片《四星猎人》
4		取得3500星级积分
5		完成挑战卡片《五星猎人》
5		取得7000星级积分
6		完成挑战卡片《六星猎人》
6		取得12000星级积分
#============End of sheet============

#============Begin of sheet============
@Sheet=挑战卡片
卡片编号	FeatureTags	卡片名称	是否有效	所属分支编号	旧挑战积分	挑战积分	关联成就	解锁猎人星级	解锁分支等级	解锁黄金猎人星级	解锁玩家等级	解锁玩家HR等级	解锁前置挑战卡片	挑战目标最少数量	挑战目标类型	挑战目标参数1	挑战目标参数2	挑战目标参数3	挑战目标参数4	目标值	物品奖励	物品奖励绑定类型	卡片序号	卡片图片	卡片描述	卡片标题	是否隐藏	卡片等级	卡片颜色	卡片警句编号	是否全服公告	是否不弹窗	卡片星级	显示类型	CardFinishedSimpleDesc
14081		珠宝狂人·高阶④	1	2	30	30		1	0	0	0	0	0	0	4	15	3561	0		1			58	npc_03	<2>	习得以下技能珠的配方		1	2	0	0		2	2	
14081		珠宝狂人·高阶④	1	2	30	30		1	0	0	0	0	0	0	4	15	4150	0		1			58	npc_03	<2>	习得以下技能珠的配方		1	2	0	0		2	2	
14081		珠宝狂人·高阶④	1	2	30	30		1	0	0	0	0	0	0	4	15	4153	0		1			58	npc_03	<2>	习得以下技能珠的配方		1	2	0	0		2	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4158	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4170	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4189	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4215	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4225	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4227	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4230	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4242	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14082		珠宝狂人·高阶⑤	1	2	30	30		1	0	0	0	0	0	0	4	15	4257	0		1			59	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4260	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4275	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4281	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4286	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4302	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4308	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4325	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4327	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14083		珠宝狂人·高阶⑥	1	2	30	30		1	0	0	0	0	0	0	4	15	4330	0		1			60	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	4351	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	4355	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	4489	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	4496	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	3529	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	3531	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	3532	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14084		珠宝狂人·高阶⑦	1	2	30	30		1	0	0	0	0	0	0	4	15	3533	0		1			61	npc_03	<2>	习得以下技能珠的配方		1	3	0	0		3	2	
14100		初心者(近战)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	19	0	0	5			100	Card_armor_st001_k	激活自选技能数：	初心者猎装（近战）		1	1	0	0		1	4	
14101		初心者(近战)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	19	0	0	10			101	Card_armor_st001_k	激活自选技能数：	初心者猎装（近战）		2	2	0	0		2	4	
14102		初心者(近战)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	19	0	0	40			102	Card_armor_st001_k	激活自选技能数：	初心者猎装（近战）		3	3	0	0		3	4	
14103		初心者(远程)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	20	0	0	5			103	Card_armor_st001_g	激活自选技能数：	初心者猎装（远程）		1	1	0	0		1	4	
14104		初心者(远程)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	20	0	0	10			104	Card_armor_st001_g	激活自选技能数：	初心者猎装（远程）		2	2	0	0		2	4	
14105		初心者(远程)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	20	0	0	40			105	Card_armor_st001_g	激活自选技能数：	初心者猎装（远程）		3	3	0	0		3	4	
14106		拔刀流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	1	0	0	5			106	Card_armor_st004_u01_k	激活自选技能数：	拔刀流猎装（近战）		1	1	0	0		1	4	
14107		拔刀流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	1	0	0	30			107	Card_armor_st004_u01_k	激活自选技能数：	拔刀流猎装（近战）		2	2	0	0		2	4	
14108		拔刀流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	1	0	0	80			108	Card_armor_st004_u01_k	激活自选技能数：	拔刀流猎装（近战）		3	3	0	0		3	4	
14109		集中流·壹Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	2	0	0	5			109	Card_armor_st005_u01_k	激活自选技能数：	集中流猎装·壹（近战）		1	1	0	0		1	4	
14110		集中流·壹Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	2	0	0	30			110	Card_armor_st005_u01_k	激活自选技能数：	集中流猎装·壹（近战）		2	2	0	0		2	4	
14111		集中流·壹Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	2	0	0	80			111	Card_armor_st005_u01_k	激活自选技能数：	集中流猎装·壹（近战）		3	3	0	0		3	4	
14112		集中流·贰Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	3	0	0	5			112	Card_armor_st006_u01_k	激活自选技能数：	集中流猎装·贰（近战）		1	1	0	0		1	4	
14113		集中流·贰Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	3	0	0	30			113	Card_armor_st006_u01_k	激活自选技能数：	集中流猎装·贰（近战）		2	2	0	0		2	4	
14114		集中流·贰Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	3	0	0	80			114	Card_armor_st006_u01_k	激活自选技能数：	集中流猎装·贰（近战）		3	3	0	0		3	4	
14115		锋利流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	4	0	0	5			115	Card_armor_st012_k	激活自选技能数：	锋利流猎装（近战）		1	1	0	0		1	4	
14116		锋利流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	4	0	0	30			116	Card_armor_st012_k	激活自选技能数：	锋利流猎装（近战）		2	2	0	0		2	4	
14117		锋利流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	4	0	0	80			117	Card_armor_st012_k	激活自选技能数：	锋利流猎装（近战）		3	3	0	0		3	4	
14118		属攻流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	5	0	0	5			118	Card_armor_st007_k	激活自选技能数：	属攻流猎装（近战）		1	1	0	0		1	4	
14119		属攻流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	5	0	0	30			119	Card_armor_st007_k	激活自选技能数：	属攻流猎装（近战）		2	2	0	0		2	4	
14120		属攻流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	5	0	0	80			120	Card_armor_st007_k	激活自选技能数：	属攻流猎装（近战）		3	3	0	0		3	4	
14121		特攻流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	6	0	0	5			121	Card_armor_st007_u01_k	激活自选技能数：	特攻流猎装（近战）		1	1	0	0		1	4	
14122		特攻流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	6	0	0	30			122	Card_armor_st007_u01_k	激活自选技能数：	特攻流猎装（近战）		2	2	0	0		2	4	
14123		特攻流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	6	0	0	80			123	Card_armor_st007_u01_k	激活自选技能数：	特攻流猎装（近战）		3	3	0	0		3	4	
14124		狩猎笛Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	7	0	0	5			124	Card_armor_st004_k	激活自选技能数：	狩猎笛猎装（近战）		1	1	0	0		1	4	
14125		狩猎笛Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	7	0	0	30			125	Card_armor_st004_k	激活自选技能数：	狩猎笛猎装（近战）		2	2	0	0		2	4	
14126		狩猎笛Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	7	0	0	80			126	Card_armor_st004_k	激活自选技能数：	狩猎笛猎装（近战）		3	3	0	0		3	4	
14127		防性流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	8	0	0	5			127	Card_armor_st006_u02_k	激活自选技能数：	防性流猎装（近战）		1	1	0	0		1	4	
14128		防性流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	8	0	0	30			128	Card_armor_st006_u02_k	激活自选技能数：	防性流猎装（近战）		2	2	0	0		2	4	
14129		防性流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	8	0	0	80			129	Card_armor_st006_u02_k	激活自选技能数：	防性流猎装（近战）		3	3	0	0		3	4	
14130		回避流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	9	0	0	5			130	Card_armor_st008_k	激活自选技能数：	回避流猎装（近战）		1	1	0	0		1	4	
14131		回避流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	9	0	0	30			131	Card_armor_st008_k	激活自选技能数：	回避流猎装（近战）		2	2	0	0		2	4	
14132		回避流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	9	0	0	80			132	Card_armor_st008_k	激活自选技能数：	回避流猎装（近战）		3	3	0	0		3	4	
14133		炮术流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	10	0	0	5			133	Card_armor_st003_u01_k	激活自选技能数：	炮术流猎装（近战）		1	1	0	0		1	4	
14134		炮术流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	10	0	0	30			134	Card_armor_st003_u01_k	激活自选技能数：	炮术流猎装（近战）		2	2	0	0		2	4	
14135		炮术流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	10	0	0	80			135	Card_armor_st003_u01_k	激活自选技能数：	炮术流猎装（近战）		3	3	0	0		3	4	
14136		防御流(近战)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	11	0	0	5			136	Card_armor_st006_k	激活自选技能数：	防御流猎装（近战）		1	1	0	0		1	4	
14137		防御流(近战)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	11	0	0	30			137	Card_armor_st006_k	激活自选技能数：	防御流猎装（近战）		2	2	0	0		2	4	
14138		防御流(近战)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	11	0	0	80			138	Card_armor_st006_k	激活自选技能数：	防御流猎装（近战）		3	3	0	0		3	4	
14139		特防流(近战)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	12	0	0	5			139	Card_armor_st005_k	激活自选技能数：	特防流猎装（近战）		1	1	0	0		1	4	
14140		特防流(近战)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	12	0	0	30			140	Card_armor_st005_k	激活自选技能数：	特防流猎装（近战）		2	2	0	0		2	4	
14141		特防流(近战)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	12	0	0	80			141	Card_armor_st005_k	激活自选技能数：	特防流猎装（近战）		3	3	0	0		3	4	
14142		防御流(远程)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	13	0	0	5			142	Card_armor_st006_g	激活自选技能数：	防御流猎装（远程）		1	1	0	0		1	4	
14143		防御流(远程)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	13	0	0	30			143	Card_armor_st006_g	激活自选技能数：	防御流猎装（远程）		2	2	0	0		2	4	
14144		防御流(远程)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	13	0	0	80			144	Card_armor_st006_g	激活自选技能数：	防御流猎装（远程）		3	3	0	0		3	4	
14145		特防流(远程)Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	14	0	0	5			145	Card_armor_st005_g	激活自选技能数：	特防流猎装（远程）		1	1	0	0		1	4	
14146		特防流(远程)Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	14	0	0	30			146	Card_armor_st005_g	激活自选技能数：	特防流猎装（远程）		2	2	0	0		2	4	
14147		特防流(远程)Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	14	0	0	80			147	Card_armor_st005_g	激活自选技能数：	特防流猎装（远程）		3	3	0	0		3	4	
14148		反动流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	15	0	0	5			148	Card_armor_st009_g	激活自选技能数：	反动流猎装（远程）		1	1	0	0		1	4	
14149		反动流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	15	0	0	30			149	Card_armor_st009_g	激活自选技能数：	反动流猎装（远程）		2	2	0	0		2	4	
14150		反动流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	15	0	0	80			150	Card_armor_st009_g	激活自选技能数：	反动流猎装（远程）		3	3	0	0		3	4	
14151		速射流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	16	0	0	5			151	Card_armor_st010_u01_g	激活自选技能数：	速射流猎装（远程）		1	1	0	0		1	4	
14152		速射流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	16	0	0	30			152	Card_armor_st010_u01_g	激活自选技能数：	速射流猎装（远程）		2	2	0	0		2	4	
14153		速射流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	16	0	0	80			153	Card_armor_st010_u01_g	激活自选技能数：	速射流猎装（远程）		3	3	0	0		3	4	
14154		装填流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	17	0	0	5			154	Card_armor_st011_g	激活自选技能数：	装填流猎装（远程）		1	1	0	0		1	4	
14155		装填流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	17	0	0	30			155	Card_armor_st011_g	激活自选技能数：	装填流猎装（远程）		2	2	0	0		2	4	
14156		装填流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	17	0	0	80			156	Card_armor_st011_g	激活自选技能数：	装填流猎装（远程）		3	3	0	0		3	4	
14157		集中流Ⅰ	1	2	10	10		1	0	0	0	0	0	0	4	918	18	0	0	5			157	Card_armor_st010_g	激活自选技能数：	集中流猎装（远程）		1	1	0	0		1	4	
14158		集中流Ⅱ	1	2	20	20		1	0	0	0	0	0	0	4	918	18	0	0	30			158	Card_armor_st010_g	激活自选技能数：	集中流猎装（远程）		2	2	0	0		2	4	
14159		集中流Ⅲ	1	2	30	30		1	0	0	0	0	0	0	4	918	18	0	0	80			159	Card_armor_st010_g	激活自选技能数：	集中流猎装（远程）		3	3	0	0		3	4	
15000		试炼！河狸兽	1	6	10	10		1	0	0	0	0	0	0	2	100101	0	0		1			1	card_hunt_01	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15001		试炼！蓝速龙王	1	6	10	10		1	0	0	0	0	0	0	2	100111	0	0		1			2	card_hunt_03	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15002		试炼！大野猪王	1	6	10	10		1	0	0	0	0	0	0	2	100201	0	0		1			3	card_hunt_05	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15003		试炼！大怪鸟	1	6	10	10		1	0	0	0	0	0	0	2	100211	0	0		1			4	card_hunt_06	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15004		试炼！黄速龙王	1	6	10	10		1	0	0	0	0	0	0	2	100301	0	0		1			5	card_hunt_04	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15005		试炼！鬼狩蛛	1	6	10	10		1	0	0	0	0	0	0	2	100221	0	0		1			6	card_hunt_08	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15006		试炼！沙狸兽	1	6	10	10		1	0	0	0	0	0	0	2	100311	0	0		1			7	card_hunt_02	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15007		试炼！毒怪鸟	1	6	10	10		1	0	0	0	0	0	0	2	100401	0	0		1			8	card_hunt_09	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15008		试炼！桃毛兽王	1	6	10	10		1	0	0	0	0	0	0	2	100411	0	0		1			9	card_hunt_11	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15009		试炼！沙雷鸟	1	6	10	10		1	0	0	0	0	0	0	2	100321	0	0		1			10	card_hunt_13	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15010		试炼！沙龙王	1	6	10	10		1	0	0	0	0	0	0	2	100331	0	0		1			11	card_hunt_16	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15011		试炼！大名盾蟹	1	6	10	10		1	0	0	0	0	0	0	2	100421	0	0		1			12	card_hunt_14	<2>	完成以下狩猎场：		1	1	0	0		1	1	
15012		试炼！青怪鸟	1	6	10	10		1	0	0	0	0	0	0	2	100511	0	0		1			13	card_hunt_07	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15013		试炼！电龙	1	6	10	10		1	0	0	0	0	0	0	2	100501	0	0		1			14	card_hunt_17	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15014		试炼！岩龙	1	6	10	10		1	0	0	0	0	0	0	2	100741	0	0		1			15	monster_23	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15015		试炼！眠鸟	1	6	10	10		1	0	0	0	0	0	0	2	100621	0	0		1			16	card_hunt_19	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15016		试炼！金毛兽王	1	6	10	10		1	0	0	0	0	0	0	2	100611	0	0		1			17	card_hunt_12	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15017		试炼！骇狩蛛	1	6	10	10		2	0	0	0	0	0	0	2	100721	0	0		1			18	monster_02	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15018		试炼！紫毒鸟	1	6	10	10		2	0	0	0	0	0	0	2	100711	0	0		1			19	card_hunt_10	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15019		试炼！将军镰蟹	1	6	10	10		2	0	0	0	0	0	0	2	100701	0	0		1			20	card_hunt_20	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15020		试炼！雪狮子王	1	6	10	10		2	0	0	0	0	0	0	2	100801	0	0		1			21	card_hunt_21	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15021		挑战！星龙	1	6	10	10		2	0	0	0	0	0	0	2	100601	0	0		1			22	monster_10	<2>	完成以下狩猎场：		1	1	0	0		2	1	
15022		光复艾露王国	1	6	10	10		2	0	0	0	0	0	0	2	100521	0	0		1			301	special_01	<2>	完成关卡：		1	1	0	0		2	1	
15023		大湖围猎祭	1	6	15	15		2	0	0	0	0	0	0	2	100901	0	0		1			302	special_04	<2>	完成关卡：		1	1	0	0		2	1	
15024		小试牛刀	1	6	10	10		1	0	0	0	0	0	0	2	100111	0	0		1			80	card_hunt_06	完成1次试炼！蓝速龙王	达成以下目标：		1	1	0	0		1	1	
15025		猎人疾走·初阶	1	6	20	20		1	0	0	0	0	0	0	4	1001	100102	0		240			81	card_mat_03	挑战！河狸兽	4分钟内完成狩猎场：		1	2	0	0		1	1	
15025		猎人疾走·初阶	1	6	20	20		1	0	0	0	0	0	0	4	1001	100112	0		240			81	card_mat_03	挑战！蓝速龙王	4分钟内完成狩猎场：		1	2	0	0		1	1	
15025		猎人疾走·初阶	1	6	20	20		1	0	0	0	0	0	0	4	1001	100202	0		240			81	card_mat_03	挑战！大野猪王	4分钟内完成狩猎场：		1	2	0	0		1	1	
15025		猎人疾走·初阶	1	6	20	20		1	0	0	0	0	0	0	4	1001	100212	0		240			81	card_mat_06	挑战！大怪鸟	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100302	0		240			82	card_mat_06	挑战！黄速龙王	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100222	0		240			82	card_mat_06	挑战！鬼狩蛛	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100312	0		240			82	card_mat_02	挑战！沙狸兽	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100402	0		240			82	card_mat_02	挑战！毒怪鸟	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100412	0		240			82	card_mat_02	挑战！桃毛兽王	4分钟内完成狩猎场：		1	2	0	0		1	1	
15026		猎人疾走·二阶	1	6	30	30		1	0	0	0	0	0	0	4	1001	100322	0		240			82	card_mat_16	挑战！沙雷鸟	4分钟内完成狩猎场：		1	2	0	0		1	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100332	0		300			83	card_mat_16	挑战！沙龙王	5分钟内完成狩猎场：		1	2	0	0		1	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100422	0		300			83	card_mat_16	挑战！大名盾蟹	5分钟内完成狩猎场：		1	2	0	0		1	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100512	0		300			83	card_mat_07	挑战！青怪鸟	5分钟内完成狩猎场：		1	2	0	0		2	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100502	0		300			83	card_mat_07	挑战！电龙	5分钟内完成狩猎场：		1	2	0	0		2	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100742	0		300			83	card_mat_07	挑战！岩龙	5分钟内完成狩猎场：		1	2	0	0		2	1	
15027		猎人疾走·三阶	1	6	40	40		1	0	0	0	0	0	0	4	1001	100622	0		300			83	card_mat_19	挑战！眠鸟	5分钟内完成狩猎场：		1	2	0	0		2	1	
15028		猎人疾走·四阶	1	6	50	50		1	0	0	0	0	0	0	4	1001	100612	0		300			84	card_mat_19	挑战！金毛兽王	5分钟内完成狩猎场：		1	2	0	0		2	1	
15028		猎人疾走·四阶	1	6	50	50		2	0	0	0	0	0	0	4	1001	100722	0		300			84	card_mat_19	挑战！骇狩蛛	5分钟内完成狩猎场：		1	2	0	0		2	1	
15028		猎人疾走·四阶	1	6	50	50		2	0	0	0	0	0	0	4	1001	100712	0		300			84	card_mat_20	挑战！紫毒鸟	5分钟内完成狩猎场：		1	2	0	0		2	1	
15028		猎人疾走·四阶	1	6	50	50		2	0	0	0	0	0	0	4	1001	100702	0		300			84	card_mat_20	挑战！将军镰蟹	5分钟内完成狩猎场：		1	2	0	0		2	1	
15028		猎人疾走·四阶	1	6	50	50		2	0	0	0	0	0	0	4	1001	100802	0		300			84	card_mat_20	挑战！雪狮子王	5分钟内完成狩猎场：		1	2	0	0		2	1	
15029		疾风猎人	1	6	70	70		2	0	0	0	0	0	0	3	15025	0	0		1	860	3	85	clear_14	<2>	收集以下所有卡片：		1	3	0	0		5	1	
15029		疾风猎人	1	6	70	70		2	0	0	0	0	0	0	3	15026	0	0		1			85	clear_14	<2>	收集以下所有卡片：		1	3	0	0		5	1	
15029		疾风猎人	1	6	70	70		2	0	0	0	0	0	0	3	15027	0	0		1			85	clear_14	<2>	收集以下所有卡片：		1	3	0	0		5	1	
15029		疾风猎人	1	6	70	70		2	0	0	0	0	0	0	3	15028	0	0		1			85	clear_14	<2>	收集以下所有卡片：		1	3	0	0		5	1	
