#TSV
#============Begin of sheet============
@Sheet=商城版本号
索引	当前版本号
1	13
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡
物品ID	折扣	折扣额度上限	商品范围
24959	90	50000	
24957	80	50000	
40273	70	50000	
40274	50	50000	
40275	10	50000	
40578	10	70000	
40579	20	70000	
40580	30	70000	
40581	40	70000	
40582	50	70000	
40583	60	70000	
40584	70	70000	
40585	80	70000	
40586	90	70000	
40605	10	100000	
40637	80	50000	
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡测试数据
物品ID	折扣	折扣额度上限	商品范围
2	95		
#============End of sheet============

#============Begin of sheet============
@Sheet=点券商城
索引ID	组ID	是否显示	图标ICON	女性图标ICON	结算类型	商品名称	物品ID	贩卖数量	类型	子类型	推荐区	销售标志	价格	优惠价格	会员价格	蓝钻会员价格	免费	会员免费	打折卡是否有效	是否可赠送/索取	是否购买自动使用	开始贩售时间	结束贩售时间	购买上限	限制周期	是否取消上架	功能名称	功能参数	BtlSvr不可购买	VIP等级限制	QQ会员限制	人物等级限制	增加VIP经验	排序参数	微信支付信息	是否是VIP物品	模型类型	模型信息	模型动作	性别限制
1255		1	ma112_we_t		猎币	掠夺钛刃	435133	1	武器	太刀	新品	最新	10800		9800				1	1														669			3	435133	1	0
1256		1	p_ma_046_4		点券	异星喵套装	40490	1	艾露服饰	其他	新品	最新	8800		7800				1	1														665			4	93498;93502;92196		0
1257		1	mart_gift_ma112_we_q_se		点券	血矛促销包	40491	1	功能	其他	新品	最新	38800		36800				1															668			3	435283	1	0
1258		1	mart_gift_ma112_we_u_se		点券	铂铳促销包	40492	1	功能	其他	新品	最新	38800		36800				1															667			3	435273	1	0
1259		1	mart_gift_ma112_we_t_se		点券	钛刃促销包	40493	1	功能	其他	新品	最新	38800		36800				1															666			3	435233	1	0
1260		1	s_soul_003		点券	香猪脚印	10311	1	功能	其他	新品	最新	3000		2400				1	1														662				10311	1	0
1261		1	mart_soul_003_p		点券	香猪扩容券	10865	1	功能	其他	新品	最新	2000		2000				1	1														661				10865	1	0
1262		1	ma114_pl_m	ma114_pl_f	点券	三千醉晴岚套装	40494	1	人物服饰	其他	新品	最新	18800		17800				1	1	1													653			1	803213;803223;803233;803243;803253	1	0
1263		1	ma115_pl_m	ma115_pl_f	点券	封龙套装	40495	1	人物服饰	其他	新品	最新	18800		17800				1	1	1													654			1	803313;803323;803333;803343;803353	1	0
1264		1	ma114_we_d		猎币	冷穹古文刀	435313	1	武器	大剑	新品	最新	10800		9800				1	1														660			3	435313	1	0
1265		1	ma114_we_p		猎币	亮金短匕	435343	1	武器	片手	新品	最新	10800		9800				1	1														659			3	435343	1	0
1266		1	ma114_we_g		猎币	星尘晶弓	435303	1	武器	弓	新品	最新	11800		9800				1	1														658			3	435303	1	0
1267		1	mart_gift_ma114_we_d_se		点券	古文刀龙晶包	40496	1	功能	其他	新品	最新	19800		18800				1															655			3	435413	1	0
1268		1	mart_gift_ma114_we_p_se		点券	亮金短匕龙晶包	40497	1	功能	其他	新品	最新	19800		18800				1															656			3	435443	1	0
1269		1	mart_gift_ma114_we_g_se		点券	星尘晶弓龙晶包	40498	1	功能	其他	新品	最新	19800		18800				1															657			3	435403	1	0
1270		1	ma017_pl_m	ma017_pl_f	点券	蔷薇骑士套装	40198	1	人物服饰	其他	新品	最新	20800		19800							2017/11/21 0:0:0	2017/11/27 23:59:00											652			1	762813;762823;762833;762843;762853	1	0
1271		1	mart_prop_ex_soul_01		猎币	魂值转移体验券	10881	1	功能	其他	新品	最新	9800		9800							2017/11/21 0:0:0	2017/12/18 23:59:00	1	永久									651				10881	1	0
1272		1	ma112_pl_m	ma112_pl_f	点券	血源贵族套装	40499	1	人物服饰	其他	新品	最新	18800		17800				1	1	1													643			1	803413;803423;803433;803443;803453	1	0
1273		1	ma113_we_s		猎币	凛骨双刃	435563	1	武器	双刀	新品	最新	10800		9800				1	1														650			3	435563	1	0
1274		1	ma113_we_d		猎币	凛骨硬锋	435513	1	武器	大剑	新品	最新	9800		8800				1	1														649			3	435513	1	0
1275		1	ma113_we_t		猎币	凛骨利刃	435533	1	武器	太刀	新品	最新	10800		9800				1	1														648			3	435533	1	0
1276		1	ma113_we_s_se		点券	凛骨双刃·S	435663	1	武器	双刀	新品	最新	16800		15800				1	1														646			3	435663	1	0
1277		1	ma113_we_d_se		点券	凛骨硬锋·S	435613	1	武器	大剑	新品	最新	16800		15800				1	1														645			3	435613	1	0
1278		1	ma113_we_t_se		点券	凛骨利刃·S	435633	1	武器	太刀	新品	最新	16800		15800				1	1														644			3	435633	1	0
1279		1	mart_gift_ma113_we_s_se		点券	凛骨龙晶包	40500	1	功能	其他	新品	最新	26800		25800				1															647			3	435633	1	0
1280		1	ma116_pl_m	ma116_pl_f	点券	软裘暖衣套装	40502	1	人物服饰	其他	新品	最新	18800		17800				1	1	1													625			1	803713;803723;803733;803743;803753	1	0
1281		1	ma115_we_s		猎币	锋利冰刀	435763	1	武器	双刀	新品	最新	8800		7800				1	1														630			3	435763	1	0
1282		1	ma115_we_s_se		点券	锋利冰刀·S	435863	1	武器	双刀	新品	最新	13800		12800				1	1														631			3	435863	1	0
1283		1	ma115_we_n		猎币	冰岩加农	435723	1	武器	弩	新品	最新	11800		10800				1	1														628			3	435723	1	0
1284		1	ma115_we_c		猎币	雪花晶锤	435753	1	武器	锤子	新品	最新	10800		9800				1	1														629			3	435753	1	0
1285		1	mart_gift_ma2017_we		点券	1元新衣礼包	40501	1	人物服饰	其他	新品,推荐	最新	100		100							2017/12/19 0:0:0	2018/1/2 23:59:59	3	永久									626			1	11308	1	0
1286		1	mart_gift_masp040_we_se		点券	镶羽武器石板包	40503	1	功能	限购	新品,推荐	最新	68800		65600							2017/12/19 0:0:0	2018/1/2 23:59:59	1	永久									627			3	434183	1	0
1287		1	ma015_we_x_se		点券	金色雪橇斧·S	421923	1	武器	斩斧	新品	最新	22800	8800	8800				1	1														642			3	421923	1	0
1288		1	ma015_we_p_se		点券	金星法杖·S	421843	1	武器	片手	新品	最新	12800	8800	8800				1	1														641			3	421843	1	0
1289		1	ma015_we_t_se		点券	圣诞糖果·S	421833	1	武器	太刀	新品	最新	12800	8800	8800				1	1														640			3	421833	1	0
1290		1	ma015_we_s_se		点券	双持铃铛·S	421863	1	武器	双刀	新品	最新	12800	8800	8800				1	1														639			3	421863	1	0
1291		1	ma015_we_u_se		点券	便携式烟囱·S	421873	1	武器	铳枪	新品	最新	12800	8800	8800				1	1														638			3	421873	1	0
1292		1	ma015_we_d_se		点券	圣诞树糖果·S	421813	1	武器	大剑	新品	最新	12800	8800	8800				1	1														637			3	421813	1	0
1293		1	ma015_we_f_se		点券	七彩铃铛·S	421893	1	武器	笛子	新品	最新	12800	8800	8800				1	1														636			3	421893	1	0
1294		1	ma015_we_c_se		点券	糖果曲奇·S	421853	1	武器	锤子	新品	最新	12800	8800	8800				1	1														635			3	421853	1	0
1295		1	ma015_we_g_se		点券	鹿角弹弓·S	421903	1	武器	弓	新品	最新	12800	8800	8800				1	1														634			3	421903	1	0
1296		1	ma015_we_n_se		点券	雪球发射器·S	421823	1	武器	弩	新品	最新	12800	8800	8800				1	1														633			3	421823	1	0
1297		1	ma015_we_q_se		点券	彩灯圣诞树·S	421883	1	武器	长枪	新品	最新	12800	8800	8800				1	1														632			3	421883	1	0
1298		1	mart_gift_masp037_we_se		点券	新年如意石板包	40504	1	功能	其他	新品	最新	68800		68800				1															622			1	767113;767123;767133;767143;767153	1	0
1299		1	mart_gift_masp038_u01_we_se		点券	新年红火石板包	40505	1	功能	其他	新品	最新	48800		48800				1															621			1	773413;773423;773433;773443;773453	1	0
1300		1	mart_gift_masp036_we_se		点券	新年辟邪石板包	40506	1	功能	其他	新品	最新	48800		48800				1															620			1	769213;769223;769233;769243;769253	1	0
1301		1	ma001_pl_m_hb	ma001_pl_f_hb	猎币	浪人·喧哗套装	40138	1	人物服饰	其他	新品	打折	15800	7900	14800	14800					1	2018/1/2 0:0:0	2018/1/15 23:59:59	1	永久									624			1	762113;762123;762133;762143;762153	1	0
1302		1	ma021_pl_m	ma021_pl_f	点券	白色恋人套装	40219	1	人物服饰	其他	新品,推荐	打折	18800	9400	12800						1	2018/1/2 0:0:0	2018/1/15 23:59:59	1	永久									623			1	767013;767023;767033;767043;767053;	1	0
1303		1	mart_gifts_christmas		点券	圣诞倍爽礼包	40507	1	功能	其他	新品	最新	25600		24600				1															619			1	750075	1	0
1304		1	ma050_u01_pl_m	ma050_u01_pl_f	点券	厨人工装套装	40509	1	人物服饰	其他	新品	最新	18800	12800	17800				1		1													606			1	804613;804623;804633;804643;804653	1	0
1305		1	ma040_u01_pl_m	ma040_u01_pl_f	点券	街头风尚套装	40510	1	人物服饰	其他	新品	最新	18800	10800	17800				1		1													607			1	804713;804723;804733;804743;804753	1	0
1306		1	mart_gift_035_x		点券	邪魅武器石板包	40511	1	功能	限购	新品,推荐	最新	68800		65600							2018/1/16 0:0:0	2018/2/5 23:59:59	1	永久									608			3	435923	1	0
1307		1	ma114_we_p_se		点券	亮金短匕·S	435443	1	武器	片手	新品	最新	18800		17800				1															609			3	435443	1	0
1308		1	ma103_we_t_se		点券	神罗正宗·S	432233	1	武器	太刀	新品	最新	18800		17800				1															610			3	432233	1	0
1309		1	ma077_we_d_se		点券	蔚蓝之翼·S	419613	1	武器	大剑	新品	最新	18800		17800				1															611			3	419613	1	0
1310		1	ma034_we_n_se		点券	湮灭风暴·S	406423	1	武器	弩	新品	最新	18800		17800				1															612			3	406423	1	0
1311		1	ma103_we_c_se		点券	御意见无用·S	432253	1	武器	锤子	新品	最新	18800		17800				1															613			3	432253	1	0
1312		1	ma114_we_g_se		点券	星尘晶弓·S	435403	1	武器	弓	新品	最新	18800		17800				1															614			3	435403	1	0
1313		1	ma110_we_s_se		点券	合璧望月·S	433863	1	武器	双刀	新品	最新	18800		17800				1															615			3	433863	1	0
1314		1	ma069_we_g_se		点券	天使之籁·S	416293	1	武器	笛子	新品	最新	18800		17800				1															616			3	416293	1	0
1315		1	ma112_we_u_se		点券	掠夺铂铳·S	435273	1	武器	铳枪	新品	最新	18800		17800				1															617			3	435273	1	0
1316		1	ma112_we_q_se		点券	掠夺血矛·S	435283	1	武器	长枪	新品	最新	18800		17800				1															618			3	435283	1	0
1317		1	mart_propcoupon01		点券	终极武器兑换券	11435	1	功能	限购	新品	最新	88888888	28800	28800							2018/1/16 0:0:0	2018/1/23 23:59:59	2	永久									605				11435	1	0
1318		1	mart_gift_purple		点券	冬日暖心礼包	40514	1	功能	其他	新品	最新	23800		22800				1															604			1	763213;763223;763233;763243;763253;	1	0
1319		1	mart_propcoupon04		点券	快速补给扩容券	40515	1	功能	辅助	新品	最新	500		480				1	1														603						0
1320		1	mart_propcoupon05		点券	修罗场大礼包	40518	1	功能	其他	新品	最新	8800		8600				1															602						0
1321		1	ma092_u02_pl_m	ma092_u02_pl_f	点券	春满乾坤套装	40520	1	人物服饰	其他	新品	最新	18800		16800				1	1	1													593			1	805013;805023;805033;805043;805053	1	0
1322		1	masp041_we_t_se		点券	闪金环扣·S	436633	1	武器	太刀	新品	最新	15800		13800				1							1								605			3	436633	1	0
1323		1	masp041_we_d_se		点券	闪金宝塔·S	436613	1	武器	大剑	新品	最新	13800		12800				1							1								604			3	436613	1	0
1324		1	masp041_we_s_se		点券	闪金枪刃·S	436663	1	武器	双刀	新品	最新	13800		12800				1							1								603			3	436663	1	0
1325		1	masp041_we_p_se		点券	闪金锁匙·S	436643	1	武器	片手	新品	最新	13800		12800				1							1								602			3	436643	1	0
1326		1	masp041_we_q_se		点券	闪金花尖·S	436683	1	武器	长枪	新品	最新	12800		10800				1							1								601			3	436683	1	0
1327		1	masp041_we_u_se		点券	闪金火铳·S	436673	1	武器	铳枪	新品	最新	13800		12800				1							1								600			3	436673	1	0
1328		1	masp041_we_f_se		点券	闪金鸣钟·S	436693	1	武器	笛子	新品	最新	13800		12800				1							1								599			3	436693	1	0
1329		1	masp041_we_g_se		点券	闪金翼弓·S	436603	1	武器	弓	新品	最新	12800		10800				1							1								598			3	436603	1	0
1330		1	masp041_we_n_se		点券	闪金筒炮·S	436623	1	武器	弩	新品	最新	13800		12800				1							1								597			3	436623	1	0
1331		1	masp041_we_c_se		点券	闪金钉锤·S	436653	1	武器	锤子	新品	最新	12800		10800				1							1								596			3	436653	1	0
1332		1	masp041_we_x_se		点券	闪金片斧·S	437023	1	武器	斩斧	新品	最新	12800		10800				1							1								595			3	437023	1	0
1333		1	mart_gift_masp041_x_se		点券	闪金大礼包	40521	1	功能	其他	新品	最新	98800		98800				1							1								594			3	436633	1	0
1334		1	mart_propcoupon01		点券	祥瑞永久券	11540	1	功能	限购	新品	最新	5800		5800							2018/2/6 0:0:0	2018/3/5 23:59:59	11	永久									592				11540	1	0
1335		1	mart_propcoupon02		点券	祥瑞升级券	11541	1	功能	限购	新品,推荐	最新	8800		8800							2018/2/6 0:0:0	2018/3/5 23:59:59	11	永久									591				11541	1	0
1336		1	ma012_pl_m	ma012_pl_f	点券	福尔摩斯套装	40163	1	人物服饰	其他	新品	打折	21800	18800	20800					1	1	2018/2/6 0:0:0	2018/2/19 23:59:59											590			1	763913;763923;763933;763943;763953	1	0
1337		1	ma093_pl_m	ma093_pl_f	点券	衬衫诱惑	750478	1	人物服饰	配饰	新品	最新	25800		23800				1	1	1													589			1	750478	1	0
1338		1	ma006_pl_m	ma006_pl_f	点券	皇家火枪手套装礼包	40156	1	人物服饰	其他	新品	最新	15800	13800	14800	14800			1	1	1													588			1	764713;764723;764733;764743;764753	1	0
1339		1	mart_gift_red		点券	月中兔大礼包	40524	1	功能	其他	新品	最新	23800		21800				1															587			4	93490;93494;92192		0
1340		1	mart_gift_purple		点券	心羽大礼包	40525	1	功能	其他	新品	最新	31800		29800				1															586			3	402463	1	0
1341		1	ma120_pl_m	ma120_pl_f	点券	绅士西装套装	40526	1	人物服饰	其他	新品	最新	18800	12800	17800				1	1	1													573			1	805213;805223;805233;805243;805253	1	0
1342		1	mart_gift_masp035_we_q		点券	邪魅三叉戟石板包	40527	1	武器	长枪	新品	最新	70000	48888	46888				1															582			3	422883	1	0
1343		1	mart_gift_masp035_we_p		点券	邪魅骷颅石板包	40528	1	武器	片手	新品	最新	70000	48888	46888				1															580			3	433143	1	0
1344		1	mart_gift_masp035_we_c		点券	邪魅鬼面石板包	40529	1	武器	锤子	新品	最新	70000	48888	46888				1															578			3	430853	1	0
1345		1	mart_gift_masp035_we_u		点券	邪魅龙帝石板包	40530	1	武器	铳枪	新品	最新	70000	48888	46888				1															581			3	435973	1	0
1346		1	mart_gift_masp035_we_d		点券	邪魅焰爪石板包	40531	1	武器	大剑	新品	最新	70000	48888	46888				1															583			3	430813	1	0
1347		1	mart_gift_masp035_we_t		点券	邪魅魔镰石板包	40532	1	武器	太刀	新品	最新	70000	48888	46888				1															577			3	422833	1	0
1348		1	mart_gift_masp035_we_s		点券	邪魅梦魇石板包	40533	1	武器	双刀	新品	最新	70000	48888	46888				1															579			3	433163	1	0
1349		1	mart_gift_masp035_we_g		点券	邪魅蝠翼石板包	40534	1	武器	弓	新品	最新	70000	48888	46888				1															584			3	430803	1	0
1350		1	mart_gift_masp035_we_x		点券	邪魅骨锋石板包	40535	1	武器	斩斧	新品	最新	70000	48888	46888				1															585			3	435923	1	0
1351		1	mart_gift_masp035_we_n		点券	邪魅恶灵石板包	40536	1	武器	弩	新品	最新	70000	53888	51888				1															574			3	437323	1	0
1352		1	mart_gift_masp035_we_f		点券	邪魅鬼琴石板包	40537	1	武器	笛子	新品	最新	70000	53888	51888				1															575			3	437393	1	0
1353		1	mart_gift_mahat097_01		点券	不倒翁礼包	40538	1	人物服饰	配饰	新品	最新	6800		5800				1															576			1	805313	1	0
1354		1	ma119_pl_m	ma119_pl_f	点券	贵族礼服	40539	1	人物服饰	其他	新品	最新	18800		16800				1	1	1													564			1	805413;805423;805433;805443;805453	1	0
1355		1	ma118_we_q		猎币	泣血神枪	437583	1	武器	长枪	新品	最新	11800		9800				1	1														572			3	437583	1	0
1356		1	ma118_we_q_se		点券	泣血神枪·S	437683	1	武器	长枪	新品	最新	16800		15800				1	1														569			3	437683	1	0
1357		1	ma118_we_u		猎币	泣血破甲	437573	1	武器	铳枪	新品	最新	11800		9800				1	1														571			3	437573	1	0
1358		1	ma118_we_u_se		点券	泣血破甲·S	437673	1	武器	铳枪	新品	最新	16800		15800				1	1														568			3	437673	1	0
1359		1	ma118_we_t		猎币	泣血之刃	437533	1	武器	太刀	新品	最新	12800		10800				1	1														570			3	437533	1	0
1360		1	ma118_we_t_se		点券	泣血之刃·S	437633	1	武器	太刀	新品	最新	18800		16800				1	1														567			3	437633	1	0
1361		1	mart_gift_masp118_we_q_se		点券	泣血武器石板包	40540	1	功能	其他	新品	最新	46800		44800				1															566			3	437633	1	0
1362		1	ma121_pl_m	ma121_pl_f	点券	乌金云秀衫	40543	1	人物服饰	其他	新品	最新	19800		17800				1	1	1													553			1	805513;805523;805533;805543;805553	1	0
1363		1	ma121_01		点券	乌金云秀衫（头部）	805513	1	人物服饰	头部	新品	最新	4280		4080							2018/4/3 0:0:0	2018/4/16 23:59:00											563			1	805513	1	0
1364		1	ma121_03		点券	乌金云秀衫（腕部）	805523	1	人物服饰	腕部	新品	最新	4280		4080							2018/4/3 0:0:0	2018/4/16 23:59:00											562			1	805523	1	0
1365		1	ma121_02		点券	乌金云秀衫（胸部）	805533	1	人物服饰	胸部	新品	最新	4280		4080							2018/4/3 0:0:0	2018/4/16 23:59:00											561			1	805533	1	0
1366		1	ma121_05		点券	乌金云秀衫（腰部）	805543	1	人物服饰	腰部	新品	最新	4280		4080							2018/4/3 0:0:0	2018/4/16 23:59:00											560			1	805543	1	0
1367		1	ma121_04		点券	乌金云秀衫（腿部）	805553	1	人物服饰	足部	新品	最新	4280		4080							2018/4/3 0:0:0	2018/4/16 23:59:00											559			1	805553	1	0
1368		1	ma117_we_x_se		点券	蛟龙之斩·S	438023	1	武器	斩斧	新品	最新	16800		15800				1	1														558			3	438023	1	0
1369		1	ma122_we_t_se		点券	淡墨轻岚·S	438433	1	武器	太刀	新品	最新	16800		15800				1	1														557			3	438433	1	0
1370		1	mart_pay_goods_ma117_we_x		点券	蛟龙之斩福袋	40544	1	功能	其他	新品	最新	2500		2000				1															556			3	437923	1	0
1371		1	mart_pay_goods_ma122_we_t		点券	淡墨轻岚福袋	40545	1	功能	其他	新品	最新	2500		2000				1															555			3	438333	1	0
1372		1	mart_firework4_heart		点券	爱心烟花	40542	1	消耗品	其他	新品,推荐	最新	300		300							2018/4/17 0:0:0	2018/5/11 23:59:00											554						0
1373		1	ma052_u01_pl_m	ma052_u01_pl_f	点券	疾风之铠	40546	1	人物服饰	其他	新品	最新	19800		17800				1	1	1													547			1	805713;805723;805733;805743;805753	1	0
1374		1	ma052_u01_01		点券	疾风之铠（头部）	805713	1	人物服饰	头部	新品	最新	4280		4080							2018/4/24 0:0:0	2018/5/8 23:59:00											563			1	805713	1	0
1375		1	ma052_u01_03		点券	疾风之铠（腕部）	805723	1	人物服饰	腕部	新品	最新	4280		4080							2018/4/24 0:0:0	2018/5/8 23:59:00											562			1	805723	1	0
1376		1	ma052_u01_02		点券	疾风之铠（胸部）	805733	1	人物服饰	胸部	新品	最新	4280		4080							2018/4/24 0:0:0	2018/5/8 23:58:59											561			1	805733	1	0
1377		1	ma052_u01_05		点券	疾风之铠（腰部）	805743	1	人物服饰	腰部	新品	最新	4280		4080							2018/4/24 0:0:0	2018/5/8 23:58:59											560			1	805743	1	0
