#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
61381		烈焰雌火龙腕甲				1	21451	2000	1	1	11	1	1	1	61372	1	100							6000	22610	9	22611	9	22612	3	23406	1	22613	1																																								
61382		烈焰雌火龙铠甲				1	21451	2000	1	1	12	1	1	1	61373	1	100							6000	22610	9	22611	9	22612	2	23406	2	22613	1																																								
61383		烈焰雌火龙腰甲				1	21451	2000	1	1	13	1	1	1	61374	1	100							6000	22610	9	22611	9	22612	2	23406	1	22613	2																																								
61384		烈焰雌火龙腿甲				1	21451	2000	1	1	14	1	1	1	61375	1	100							6000	22610	9	22611	9	22612	2	23406	1	22613	1																																								
61385		烈焰雌火龙战帽				1	21451	2000	1	1	10	1	1	2	61376	1	100							6000	22610	9	22611	9	22612	3	23406	1	22613	1																																								
61386		烈焰雌火龙护手				1	21451	2000	1	1	11	1	1	2	61377	1	100							6000	22610	9	22611	9	22612	3	23406	1	22613	1																																								
61387		烈焰雌火龙护甲				1	21451	2000	1	1	12	1	1	2	61378	1	100							6000	22610	9	22611	9	22612	2	23406	2	22613	1																																								
61388		烈焰雌火龙护腰				1	21451	2000	1	1	13	1	1	2	61379	1	100							6000	22610	9	22611	9	22612	2	23406	1	22613	2																																								
61389		烈焰雌火龙护腿				1	21451	2000	1	1	14	1	1	2	61380	1	100							6000	22610	9	22611	9	22612	2	23406	1	22613	1																																								
61390		奇航头盔	吞渊龙			1	21451	2000	1	1	10	1	1	1	61381	1	100							4500	22959	9	22960	7																																														
61391		奇航腕甲	吞渊龙			1	21451	2000	1	1	11	1	1	1	61382	1	100							4500	22959	9	22960	7																																														
61392		奇航铠甲	吞渊龙			1	21451	2000	1	1	12	1	1	1	61383	1	100							4500	22959	9	22960	7																																														
61393		奇航腰甲	吞渊龙			1	21451	2000	1	1	13	1	1	1	61384	1	100							4500	22959	9	22960	7																																														
61394		奇航腿甲	吞渊龙			1	21451	2000	1	1	14	1	1	1	61385	1	100							4500	22959	9	22960	7																																														
61395		奇航战帽	吞渊龙			1	21451	2000	1	1	10	1	1	2	61386	1	100							4500	22959	9	22960	7																																														
61396		奇航护手	吞渊龙			1	21451	2000	1	1	11	1	1	2	61387	1	100							4500	22959	9	22960	7																																														
61397		奇航护甲	吞渊龙			1	21451	2000	1	1	12	1	1	2	61388	1	100							4500	22959	9	22960	7																																														
61398		奇航护腰	吞渊龙			1	21451	2000	1	1	13	1	1	2	61389	1	100							4500	22959	9	22960	7																																														
61399		奇航护腿	吞渊龙			1	21451	2000	1	1	14	1	1	2	61390	1	100							4500	22959	9	22960	7																																														
61410		明光【头冠】	砦蟹			1	21451	2000	1	1	10	1	1	1	61391	1	100							4500	22015	9	22016	7																																														
61411		明光【笼手】	砦蟹			1	21451	2000	1	1	11	1	1	1	61392	1	100							4500	22015	9	22016	7																																														
61412		明光【胴体】	砦蟹			1	21451	2000	1	1	12	1	1	1	61393	1	100							4500	22015	9	22016	7																																														
61413		明光【腰甲】	砦蟹			1	21451	2000	1	1	13	1	1	1	61394	1	100							4500	22015	9	22016	7																																														
61414		明光【具足】	砦蟹			1	21451	2000	1	1	14	1	1	1	61395	1	100							4500	22015	9	22016	7																																														
61415		乌锤【面兜】	砦蟹			1	21451	2000	1	1	10	1	1	2	61396	1	100							4500	22015	9	22016	7																																														
61416		乌锤【锁甲】	砦蟹			1	21451	2000	1	1	11	1	1	2	61397	1	100							4500	22015	9	22016	7																																														
61417		乌锤【胴体】	砦蟹			1	21451	2000	1	1	12	1	1	2	61398	1	100							4500	22015	9	22016	7																																														
61418		乌锤【腰铠】	砦蟹			1	21451	2000	1	1	13	1	1	2	61399	1	100							4500	22015	9	22016	7																																														
61419		乌锤【具足】	砦蟹			1	21451	2000	1	1	14	1	1	2	61400	1	100							4500	22015	9	22016	7																																														
61420		赤冶【头冠】	砦蟹			1	21451	2000	1	1	10	1	1	1	61401	1	100							4500	22033	9	22034	7																																														
61421		赤冶【笼手】	砦蟹			1	21451	2000	1	1	11	1	1	1	61402	1	100							4500	22033	9	22034	7																																														
61422		赤冶【胴体】	砦蟹			1	21451	2000	1	1	12	1	1	1	61403	1	100							4500	22033	9	22034	7																																														
61423		赤冶【腰甲】	砦蟹			1	21451	2000	1	1	13	1	1	1	61404	1	100							4500	22033	9	22034	7																																														
61424		赤冶【具足】	砦蟹			1	21451	2000	1	1	14	1	1	1	61405	1	100							4500	22033	9	22034	7																																														
61425		莽山【面兜】	砦蟹			1	21451	2000	1	1	10	1	1	2	61406	1	100							4500	22033	9	22034	7																																														
61426		莽山【锁甲】	砦蟹			1	21451	2000	1	1	11	1	1	2	61407	1	100							4500	22033	9	22034	7																																														
61427		莽山【胴体】	砦蟹			1	21451	2000	1	1	12	1	1	2	61408	1	100							4500	22033	9	22034	7																																														
61428		莽山【腰铠】	砦蟹			1	21451	2000	1	1	13	1	1	2	61409	1	100							4500	22033	9	22034	7																																														
61429		莽山【具足】	砦蟹			1	21451	2000	1	1	14	1	1	2	61410	1	100							4500	22033	9	22034	7																																														
61440		武罗头盔	剑极狼			1	21451	2000	1	1	10	1	1	1	61421	1	100							4500	22654	9	22655	7																																														
61441		武罗腕甲	剑极狼			1	21451	2000	1	1	11	1	1	1	61422	1	100							4500	22654	9	22655	7																																														
61442		武罗铠甲	剑极狼			1	21451	2000	1	1	12	1	1	1	61423	1	100							4500	22654	9	22655	7																																														
61443		武罗腰甲	剑极狼			1	21451	2000	1	1	13	1	1	1	61424	1	100							4500	22654	9	22655	7																																														
61444		武罗腿甲	剑极狼			1	21451	2000	1	1	14	1	1	1	61425	1	100							4500	22654	9	22655	7																																														
61445		武罗战帽	剑极狼			1	21451	2000	1	1	10	1	1	2	61426	1	100							4500	22654	9	22655	7																																														
61446		武罗护手	剑极狼			1	21451	2000	1	1	11	1	1	2	61427	1	100							4500	22654	9	22655	7																																														
61447		武罗护甲	剑极狼			1	21451	2000	1	1	12	1	1	2	61428	1	100							4500	22654	9	22655	7																																														
61448		武罗护腰	剑极狼			1	21451	2000	1	1	13	1	1	2	61429	1	100							4500	22654	9	22655	7																																														
61449		武罗护腿	剑极狼			1	21451	2000	1	1	14	1	1	2	61430	1	100							4500	22654	9	22655	7																																														
61450		银闪头盔	电甲虫			1	21451	2000	1	1	10	1	1	1	61431	1	100							4500	22672	9	22673	7																																														
61451		银闪腕甲	电甲虫			1	21451	2000	1	1	11	1	1	1	61432	1	100							4500	22672	9	22673	7																																														
61452		银闪铠甲	电甲虫			1	21451	2000	1	1	12	1	1	1	61433	1	100							4500	22672	9	22673	7																																														
61453		银闪腰甲	电甲虫			1	21451	2000	1	1	13	1	1	1	61434	1	100							4500	22672	9	22673	7																																														
61454		银闪腿甲	电甲虫			1	21451	2000	1	1	14	1	1	1	61435	1	100							4500	22672	9	22673	7																																														
61455		银闪战帽	电甲虫			1	21451	2000	1	1	10	1	1	2	61436	1	100							4500	22672	9	22673	7																																														
61456		银闪护手	电甲虫			1	21451	2000	1	1	11	1	1	2	61437	1	100							4500	22672	9	22673	7																																														
61457		银闪护甲	电甲虫			1	21451	2000	1	1	12	1	1	2	61438	1	100							4500	22672	9	22673	7																																														
61458		银闪护腰	电甲虫			1	21451	2000	1	1	13	1	1	2	61439	1	100							4500	22672	9	22673	7																																														
61459		银闪护腿	电甲虫			1	21451	2000	1	1	14	1	1	2	61440	1	100							4500	22672	9	22673	7																																														
61460		初阶雄火龙头盔				1	21451	2000	1	1	10	1	1	1	61451	1	100							4500	22563	9	22564	7																																														
61461		初阶雄火龙腕甲				1	21451	2000	1	1	11	1	1	1	61452	1	100							4500	22563	9	22564	7																																														
61462		初阶雄火龙铠甲				1	21451	2000	1	1	12	1	1	1	61453	1	100							4500	22563	9	22564	7																																														
61463		初阶雄火龙腰甲				1	21451	2000	1	1	13	1	1	1	61454	1	100							4500	22563	9	22564	7																																														
61464		初阶雄火龙腿甲				1	21451	2000	1	1	14	1	1	1	61455	1	100							4500	22563	9	22564	7																																														
61465		初阶雄火龙战帽				1	21451	2000	1	1	10	1	1	2	61456	1	100							4500	22563	9	22564	7																																														
61466		初阶雄火龙护手				1	21451	2000	1	1	11	1	1	2	61457	1	100							4500	22563	9	22564	7																																														
61467		初阶雄火龙护甲				1	21451	2000	1	1	12	1	1	2	61458	1	100							4500	22563	9	22564	7																																														
61468		初阶雄火龙护腰				1	21451	2000	1	1	13	1	1	2	61459	1	100							4500	22563	9	22564	7																																														
61469		初阶雄火龙护腿				1	21451	2000	1	1	14	1	1	2	61460	1	100							4500	22563	9	22564	7																																														
61470		初阶轰龙头盔				1	21451	2000	1	1	10	1	1	1	61461	1	100							6000	22524	9	22525	9	22526	3	23123	1	22529	1																																								
61471		初阶轰龙腕甲				1	21451	2000	1	1	11	1	1	1	61462	1	100							6000	22524	9	22525	9	22526	3	23123	1	22529	1																																								
61472		初阶轰龙铠甲				1	21451	2000	1	1	12	1	1	1	61463	1	100							6000	22524	9	22525	9	22526	2	23123	2	22529	1																																								
61473		初阶轰龙腰甲				1	21451	2000	1	1	13	1	1	1	61464	1	100							6000	22524	9	22525	9	22526	2	23123	1	22529	2																																								
61474		初阶轰龙腿甲				1	21451	2000	1	1	14	1	1	1	61465	1	100							6000	22524	9	22525	9	22526	2	23123	1	22529	1																																								
61475		初阶轰龙战帽				1	21451	2000	1	1	10	1	1	2	61466	1	100							6000	22524	9	22525	9	22526	3	23123	1	22529	1																																								
61476		初阶轰龙护手				1	21451	2000	1	1	11	1	1	2	61467	1	100							6000	22524	9	22525	9	22526	3	23123	1	22529	1																																								
61477		初阶轰龙护甲				1	21451	2000	1	1	12	1	1	2	61468	1	100							6000	22524	9	22525	9	22526	2	23123	2	22529	1																																								
61478		初阶轰龙护腰				1	21451	2000	1	1	13	1	1	2	61469	1	100							6000	22524	9	22525	9	22526	2	23123	1	22529	2																																								
61479		初阶轰龙护腿				1	21451	2000	1	1	14	1	1	2	61470	1	100							6000	22524	9	22525	9	22526	2	23123	1	22529	1																																								
61510		水龙头盔				1	21451	2000	1	1	10	1	1	1	61471	1	100							6000	22227	9	22228	9	22229	3	23302	1	22230	1																																								
61511		水龙腕甲				1	21451	2000	1	1	11	1	1	1	61472	1	100							6000	22227	9	22228	9	22229	3	23302	1	22230	1																																								
61512		水龙铠甲				1	21451	2000	1	1	12	1	1	1	61473	1	100							6000	22227	9	22228	9	22229	2	23302	2	22230	1																																								
