#TSV
#============Begin of sheet============
@Sheet=人物普通buff10~12
13203	火抗性增加效果		1					3600000						时间更新,次数不变				13200	2		1	1								人物属性修饰	FireRes	值修改	70								buff54		你的火属性抗性提升了！								
13204	火抗性增加效果		1					3600000						时间更新,次数不变				13200	1		1	1								人物属性修饰	FireRes	值修改	100								buff54		你的火属性抗性提升了！								
13210	水抗性增加效果		1					3600000						时间更新,次数不变				13210	5		1	1								人物属性修饰	WaterRes	值修改	20								buff55		你的水属性抗性提升了！								
13211	水抗性增加效果		1					3600000						时间更新,次数不变				13210	4		1	1								人物属性修饰	WaterRes	值修改	30								buff55		你的水属性抗性提升了！								
13212	水抗性增加效果		1					3600000						时间更新,次数不变				13210	3		1	1								人物属性修饰	WaterRes	值修改	45								buff55		你的水属性抗性提升了！								
13213	水抗性增加效果		1					3600000						时间更新,次数不变				13210	2		1	1								人物属性修饰	WaterRes	值修改	70								buff55		你的水属性抗性提升了！								
13214	水抗性增加效果		1					3600000						时间更新,次数不变				13210	1		1	1								人物属性修饰	WaterRes	值修改	100								buff55		你的水属性抗性提升了！								
13220	雷抗性增加效果		1					3600000						时间更新,次数不变				13220	5		1	1								人物属性修饰	LightningRes	值修改	20								buff56		你的雷属性抗性提升了！								
13221	雷抗性增加效果		1					3600000						时间更新,次数不变				13220	4		1	1								人物属性修饰	LightningRes	值修改	30								buff56		你的雷属性抗性提升了！								
13222	雷抗性增加效果		1					3600000						时间更新,次数不变				13220	3		1	1								人物属性修饰	LightningRes	值修改	45								buff56		你的雷属性抗性提升了！								
13223	雷抗性增加效果		1					3600000						时间更新,次数不变				13220	2		1	1								人物属性修饰	LightningRes	值修改	70								buff56		你的雷属性抗性提升了！								
13224	雷抗性增加效果		1					3600000						时间更新,次数不变				13220	1		1	1								人物属性修饰	LightningRes	值修改	100								buff56		你的雷属性抗性提升了！								
13230	冰抗性增加效果		1					3600000						时间更新,次数不变				13230	5		1	1								人物属性修饰	IceRes	值修改	20								buff57		你的冰属性抗性提升了！								
13231	冰抗性增加效果		1					3600000						时间更新,次数不变				13230	4		1	1								人物属性修饰	IceRes	值修改	30								buff57		你的冰属性抗性提升了！								
13232	冰抗性增加效果		1					3600000						时间更新,次数不变				13230	3		1	1								人物属性修饰	IceRes	值修改	45								buff57		你的冰属性抗性提升了！								
13233	冰抗性增加效果		1					3600000						时间更新,次数不变				13230	2		1	1								人物属性修饰	IceRes	值修改	70								buff57		你的冰属性抗性提升了！								
13234	冰抗性增加效果		1					3600000						时间更新,次数不变				13230	1		1	1								人物属性修饰	IceRes	值修改	100								buff57		你的冰属性抗性提升了！								
13240	龙抗性增加效果		1					3600000						时间更新,次数不变				13240	5		1	1								人物属性修饰	DragonRes	值修改	20								buff58		你的龙属性抗性提升了！								
13241	龙抗性增加效果		1					3600000						时间更新,次数不变				13240	4		1	1								人物属性修饰	DragonRes	值修改	30								buff58		你的龙属性抗性提升了！								
13242	龙抗性增加效果		1					3600000						时间更新,次数不变				13240	3		1	1								人物属性修饰	DragonRes	值修改	45								buff58		你的龙属性抗性提升了！								
13243	龙抗性增加效果		1					3600000						时间更新,次数不变				13240	2		1	1								人物属性修饰	DragonRes	值修改	70								buff58		你的龙属性抗性提升了！								
13244	龙抗性增加效果		1					3600000						时间更新,次数不变				13240	1		1	1								人物属性修饰	DragonRes	值修改	100								buff58		你的龙属性抗性提升了！								
13250	火属性增加效果		1					3600000						时间更新,次数不变				13250	5		1	1								人物属性修饰	FireAttack	值修改	10								buff49		你的火属性抗性提升了！								
13251	火属性增加效果		1					3600000						时间更新,次数不变				13250	4		1	1								人物属性修饰	FireAttack	值修改	15								buff49		你的火属性抗性提升了！								
13252	火属性增加效果		1					3600000						时间更新,次数不变				13250	3		1	1								人物属性修饰	FireAttack	值修改	20								buff49		你的火属性抗性提升了！								
13253	火属性增加效果		1					3600000						时间更新,次数不变				13250	2		1	1								人物属性修饰	FireAttack	值修改	25								buff49		你的火属性抗性提升了！								
13254	火属性增加效果		1					3600000						时间更新,次数不变				13250	1		1	1								人物属性修饰	FireAttack	值修改	30								buff49		你的火属性抗性提升了！								
13270	水属性增加效果		1					3600000						时间更新,次数不变				13270	5		1	1								人物属性修饰	WaterAttack	值修改	10								buff50		你的水属性抗性提升了！								
13271	水属性增加效果		1					3600000						时间更新,次数不变				13270	4		1	1								人物属性修饰	WaterAttack	值修改	15								buff50		你的水属性抗性提升了！								
13272	水属性增加效果		1					3600000						时间更新,次数不变				13270	3		1	1								人物属性修饰	WaterAttack	值修改	20								buff50		你的水属性抗性提升了！								
13273	水属性增加效果		1					3600000						时间更新,次数不变				13270	2		1	1								人物属性修饰	WaterAttack	值修改	25								buff50		你的水属性抗性提升了！								
13274	水属性增加效果		1					3600000						时间更新,次数不变				13270	1		1	1								人物属性修饰	WaterAttack	值修改	30								buff50		你的水属性抗性提升了！								
13290	雷属性增加效果		1					3600000						时间更新,次数不变				13290	5		1	1								人物属性修饰	LightningAttack	值修改	10								buff51		你的雷属性抗性提升了！								
