#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
3768	升级送Q币活动已结束，请在一周内前往活动页面领取奖励。点击“领取Q币”按钮前往领奖页面。											
3769	荣誉勋章											
3770	该关卡不支持跨服队伍	1	1	3	8							
3771	跨服服务器未开启	1	1	3	8							
3772	现在不能进行快速匹配	1	1	3	8							
3773	阶段性奖励不可领取	1	1	3	8							
3774	荣誉勋章不足，不能购买此物品	1	1	3	8							
3775	动作											
3776	快捷发言设置											
3790	金额超{数量}不能用打折卡！											
3791	金额超{数量}不能用打折卡！请取消使用或减少购买量！	1	8	10	8							
3792	本周累积猎团庆典积分：{数量}，累积个人庆典积分：{数量}											
3793	今日个人已完成庆典数量：											
3794	今日猎团已完成庆典数量：											
3795	没有找到符合条件的关卡	1	1	3	8							
3796	请输入搜索关键字	1	1	3	8							
3797	配信任务超出搜索范围，请重新选择搜索范围	1	1	3	8							
3798	请先选择领取当前打开的礼包奖励	1	1	3	8							
3799	发明											
4000	狩猎成功!	10	1									
4001	狩猎失败!	10	1									
4002	将在{数值}秒后离开狩猎区域	10	1									
4003	立即离开狩猎区域	10	1									
4004	你精疲力尽了	10	1									
4005	素材已送至仓库	10	1									
4006	副本系统错误{数值}，进入副本失败	3	8				1					
4007	组队不符合副本队伍要求，进入副本失败	3	8				1					
4008	组队人数不够，进入副本失败	3	8				1					
4009	玩家{人物名称}前置任务未完成，无法进入狩猎场	3	8				1					
4010	玩家{人物名称}关键物品数量不足，无法进入	10	8				1					
4011	玩家{人物名称}金钱不足，无法进入副本	3	8	5	1		1					
4012	玩家{人物名称}行动力不足，无法进入副本	3	8				1					
4013	玩家{人物名称}未达到副本所需求的工会等级，无法进入副本	3	8				1					
4014	玩家{人物名称}未达到副本所需求的等级，无法进入副本	3	8				1					
4015	玩家{人物名称}疲劳度不足，无法进入副本	3	8				1					
4016	玩家{人物名称}未达到副本所需求的星级，无法进入副本	3	8				1					
4017	玩家{人物名称}未解锁该副本，无法进入	3	8				1					
4018	玩家{人物名称}与队长不在同一区域中，无法进入副本	3	8				1					
4019	只有队长才可以进行出发，出发请求失败	3	8				1					
4020	副本服务器已满，进入副本失败	3	8				1					
4021	{关卡}	15	1									
4022	在限制时间内未达成目标，副本失败！	3	8									
4023	有人放弃了此次出发申请，出发请求失败	3	8				1					
4024	等待时间已过	3	8				1					
4025	狩猎场需求武器错误，进入失败	3	8				1					
4026	没有委托，进入失败	3	8				1					
4027	ID不存在，进入失败	3	8				1					
4028	PVP进入失败	3	8				1					
4029	换线问题导致进入失败	3	8				1					
4030	进入失败	3	8				1					
4031	你没有完成指定任务，接取失败	3	8									
4032	你没有完成指定猎人星级卡片，接取失败	3	8									
4033	你没有完成指定前置委托关卡，接取失败	3	8									
4034	无效的称号ID	3	8									
4035	称号已经解锁	3	8									
4036	称号已经上锁	3	8									
4037	Buff尚未解锁	3	8									
4038	称号尚未解锁	3	8									
4039	只有在安全区才能操作	3	8									
4040	恭喜！新的称号解锁了！	10	1									
4041	称号携带成功	3	8									
4042	称号能力更换成功	3	8									
4043	称号卸载成功	3	8									
4045	恭喜你获得了新的称号！	3	8	1	1							
4046	奖励物品已发送到背包或仓库，请注意查收	10	1									
4047	你不能获得更多奖励物品，任务无法完成	10	1									
4048	奖励物品达到上限，请先清理背包或仓库	10	1									
4049	[已习得]											
4050												
4051	"【突破规则】\n1、武器突破消耗武器玉，防具突破消耗防具玉\n2、突破成功会提升装备的突破等级，同时提升装备的属性\n3、突破失败装备不会毁坏，但可能降低突破等级\n4、武器突破时，若选择额外消耗突破保护石，可使得在发生突破失败事件后，突破等级不下降。"											
4052	"【精铸规则】\n1、只有防具才能被精铸\n2、精铸属性是随机的装备被动技\n3、精铸属性的品质由低至高包含白色、绿色、粉色、蓝色和橙色；品质越高，属性越稀有\n4、每次精铸会改变当前已获得的精铸属性\n5、每天有6次优惠的精铸次数，消耗数量较少的金钱"											
4053	"【镶嵌规则】\n1、玩家可以将技能珠镶嵌到有孔的装备上\n2、镶嵌会令装备获得技能珠附带的装备被动技\n3、技能珠可通过调和系统进行制作"											
4054	"【升级规则】\n1、玩家可以消耗金钱和素材提升装备的Rank级别\n2、Rank级别越高，装备属性值越高\n3、武器Rank到顶后继续升级，可以派生成更高物品等级的武器"											
4055	请放入需要精铸的防具											
4056	{数量}/{数量}											
4057	(											
4058	)											
4059	请先放入需要镶嵌的装备											
4060	“请放入需要镶嵌的技能珠”											
4061	升级所需素材											
4062	按编号排序											
4063	按颜色排序											
4064	按奖励积分排序											
4065	升序											
4066	降序											
4067	剩余{字符串}/日											
4068	剩余{字符串}/周											
4069	剩余{字符串}/月											
4070	委托奖励参数错误	3	8									
4071	委托奖励宝箱已经领取	3	8									
4072	{字符串}没有全部CLEAR，领取委托奖励失败	3	8									
4073	{字符串}没有全部解锁，领取委托奖励失败	3	8									
4074	背包已满，领取委托奖励失败	3	8									
4075	委托货币不足，兑换失败	3	8									
4076	今日道具扩展次数用尽	3	8									
4077	紧急事件进入CD中， {数量}分{数量}秒后可重新进入	3	8									
4078	紧急事件进入CD中， {数量}秒后可重新进入	3	8									
4079	武器强化到{数量}级可继续突破											
4080	玩家{人物名称}已经在副本中或匹配中，不能再次进入	3	8				1					
4081	玩家{人物名称}未解锁副本{关卡}，无法开始匹配	3	8				1					
4082	你有可领取的周程表礼包	1	1	3	1							
4083	活跃度增加了{数量}点	1	1	3	1							
4084	周程表任务{任务名称}已完成	1	1	3	1							
4085	你解锁了新的周程表任务:{任务名称}	1	1									
4086	你穿戴了{物品名称}	1	1	3	1							
4087	素材仓库空间不足	1	8	3	8							
4089	龙人遗迹<BR>上古龙人遗留下来的龙人遗迹。使用遗迹石板，可以打开遗迹的大门，获取其中的宝藏											
4090	你的装备实际存储在仓库中，可存储的装备数量受仓库容量限制											
4091	游戏币不足，是否跳转到货币交易所											
4092	{物品名称}达到上限，任务无法完成	10	1									
4093	不能获得更多的{物品名称}，请先清理背包或仓库	10	1									
4094	快捷购买											
4095	密林遗迹<BR>位于密林深处的龙人遗迹。使用密林石板，可以打开遗迹的大门，获取其中的宝藏											
4096	冻土遗迹<BR>位于密林深处的龙人遗迹。使用冻土石板，可以打开遗迹的大门，获取其中的宝藏											
4097	沙海遗迹<BR>位于密林深处的龙人遗迹。使用沙海石板，可以打开遗迹的大门，获取其中的宝藏											
4098	火山遗迹<BR>位于密林深处的龙人遗迹。使用沙海石板，可以打开遗迹的大门，获取其中的宝藏											
4099	遗迹石板<BR>用以打开龙人遗迹大门的神秘石板											
4100	密林石板<BR>用以打开密林遗迹大门的神秘石板											
4101	冻土石板<BR>用以打开冻土遗迹大门的神秘石板											
4102	沙海石板<BR>用以打开沙海遗迹大门的神秘石板											
4103	火山石板<BR>用以打开火山遗迹大门的神秘石板											
4104	探索度<BR>每次打开遗迹大门都能提升探索度，达到指定探索度，可以随机获得一个遗迹秘宝											
4105	神秘残片<BR>探索遗迹时获得的神秘残片，用以提升探索度											
4106	遗迹卷轴<BR>记载着遗迹秘宝埋藏之处的神秘卷轴，需要神秘残片才能解密											
4107	10连开<BR>使用10连开功能后，可以一次性打开10次龙人遗迹。若石板数量少于10个，则无法使用该功能											
4108	龙人秘宝<BR>埋藏在遗迹深处的稀贵宝物，可随机获得永久时装部件、艾露套装、各种珍贵道具等。											
4109	重置功能<BR>使用“重置”功能可获取全新的遗迹卷轴，对应的连线宝物及遗迹秘宝也会刷新。<br>同时，已解密卷轴内容将会消失，请谨慎使用。每次重置消耗{数值}点券											
4110	解密度<BR>显示遗迹卷轴的解密状态，当全部25个数字残片都获取时，就能得到一个遗迹秘宝											
4111	仓库已满，装备无法脱卸	1	1	3	8							
4112	{物品名称}不足，无法继续	1	1	3	8							
4113	素材不足，无法继续	1	1	3	8							
4114	{物品名称}点数不足，无法继续	1	1	3	8							
4115	银币不足，无法继续	1	1	3	8							
4116	"装备物品等级至少为<FONT COLOR=\"\#6B8E23\">{数量}</FONT>"											
4117	"<FONT COLOR=\"\#6B8E23\">{字符串}</FONT>的值不小于<FONT COLOR=\"\#6B8E23\">{数量}</FONT>"											
4118	"<FONT COLOR=\"\#6B8E23\">{字符串}</FONT>的值不大于<FONT COLOR=\"\#6B8E23\">{数量}</FONT>"											
4119	"装备类型必须为<FONT COLOR=\"\#6B8E23\">{字符串}</FONT>"											
4120	"装备必须为<FONT COLOR=\"\#6B8E23\">{字符串}</FONT>枪管"											
4121	"装备必须可携带<FONT COLOR=\"\#6B8E23\">{字符串}</FONT>"											
4122	请先放入一个太古之块	1	2	10	2							
4123	请放入符合下列条件的模板装备											
4124	你放入的模板装备不符合条件	1	1	3	8							
4125	模铸成功：获得{物品名称}	1	2	10	2							
4126	出现异常，模铸失败	1	1	3	8							
4127	"【模铸规则】\n1、先放置一个太古之块\n2、再放置一把符合条件的模板武器，模板武器不能为太古之块模铸后的武器\n3、消耗一定材料，将太古之块打造成一把武器\n4、模铸后的武器，其图标、外形都会继承模板武器。\n5、模板武器并不会消失"											
4128	装备模铸											
4129	需要模铸后才能装备	1	1	3	8							
4130	放置的素材种类不能超过{数量}种，当前为{数量}种	1	1	3	8							
4131	已获得该表情并升至满级，无法继续	1	1	3	8							
4132	该装备需要模铸后，才能执行该操作	1	1	3	8							
4133	物品解绑											
4134	解绑成功	1	2	10	2							
4135	解绑物品不存在	1	1	3	8							
4136	解绑材料不足	1	1	3	8							
4137	该物品无需解绑	1	1	3	8							
4138	该物品无法解绑	1	1	3	8							
4139	装备模铸	13	1									
4140	物品解绑	13	1									
4141	7天积分排名前100，可获得黄金炫彩称号[极限王者]，101～500名可获得白银炫彩称号[极限强者]，500名之外可获得青铜极限猎人大礼包。每日挑战达到所需条件，可领取武器外观兑换券，武器兑换券可在露娜处的活动兑换商店中兑换活动奖励。武器外观兑换券的领取条件如下：<BR>1.胜方可直接领取<BR>2.负方，个人伤害需要达到所讨伐怪物总血量的10%(含)以上<BR>3.兑换券领取机会每天一次，如错过，领取机会可累积最多3次											
4142	活动开启时，每天晚上7～11点才可以进入关卡	1	1	3	8							
4143	您今天已经完成了3次关卡，请明天继续努力	1	1	3	8							
4144	已经达到领取上限，无法领取	1	1	3	8							
4145	达到今日领取上限	1	1	3	8							
4146	完成一次关卡才能领取兑换券	1	1	3	8							
4147	还没到领取奖励的时间，不能领奖	1	1	3	8							
4148	{字符串} - 图鉴成就{字符串}已完成	1	1									
4149	超过了物品拥有/携带上限	1	1	3	8							
4800	我被缠住了！	1	1	3	8							
4801	动弹不能！	1	1	3	8							
4802	被缠住了！	1	1	3	8							
4803	困意来袭……	1	1	3	8							
4804	忽然觉得很困……	1	1	3	8							
4805	我先睡一会……	1	1	3	8							
4806	全身发麻……	1	1	3	8							
4807	麻痹！失去知觉！	1	1	3	8							
4808	我的舌头被麻痹了！	1	1	3	8							
4809	天旋地转……	1	1	3	8							
4810	头晕，想吐。	1	1	3	8							
4811	我什么也看不见了！	1	1	3	8							
4812	好臭！	1	1	3	8							
4813	不能呼吸了！	1	1	3	8							
4814	沾上了可怕的味道！	1	1	3	8							
4815	我中毒了！	1	1	3	8							
4816	毒发了！	1	1	3	8							
4817	啊，被刺伤了！	1	1	3	8							
4818	…………对不起。	1	1	3	8							
