#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
61044	65035	65035	65785	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	4	23198	2	22583	1																																		
61045	65036	65036	65786	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	2																																
61046	65037	65037	65787	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	1																																
61047	65038	65038	65788	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	5	23198	1	23199	1	22583	1																																
61048	65039	65039	65789	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	4	23198	2	22583	1																																		
61049	65040	65040	65790	0	0	1	0	1	21451	2000	8	32000	22582	9	23197	4	23198	2	22583	1																																		
61060	65051	65051	65791	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	2																																
61061	65052	65052	65792	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	1																																
61062	65053	65053	65793	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	1																																
61063	65054	65054	65794	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	4	23207	2	22806	1																																		
61064	65055	65055	65795	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	4	23207	2	22806	1																																		
61065	65056	65056	65796	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	2																																
61066	65057	65057	65797	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	1																																
61067	65058	65058	65798	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	5	23207	1	23208	1	22806	1																																
61068	65059	65059	65799	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	4	23207	2	22806	1																																		
61069	65060	65060	65800	0	0	1	0	1	21451	2000	8	32000	22805	9	23206	4	23207	2	22806	1																																		
61090	65081	65081	65801	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	2																																
61091	65082	65082	65802	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	1																																
61092	65083	65083	65803	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	1																																
61093	65084	65084	65804	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	4	23210	2	22826	1																																		
61094	65085	65085	65805	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	4	23210	2	22826	1																																		
61095	65086	65086	65806	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	2																																
61096	65087	65087	65807	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	1																																
61097	65088	65088	65808	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	5	23210	1	23211	1	22826	1																																
61098	65089	65089	65809	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	4	23210	2	22826	1																																		
61099	65090	65090	65810	0	0	1	0	1	21451	2000	8	32000	22825	9	23209	4	23210	2	22826	1																																		
61070	65061	65061	65811	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	2																																
61071	65062	65062	65812	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	1																																
61072	65063	65063	65813	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	1																																
61073	65064	65064	65814	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	4	23213	2	22813	1																																		
61074	65065	65065	65815	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	4	23213	2	22813	1																																		
61075	65066	65066	65816	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	2																																
61076	65067	65067	65817	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	1																																
61077	65068	65068	65818	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	5	23213	1	23214	1	22813	1																																
61078	65069	65069	65819	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	4	23213	2	22813	1																																		
61079	65070	65070	65820	0	0	1	0	1	21451	2000	8	32000	22812	9	23212	4	23213	2	22813	1																																		
61080	65071	65071	65821	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	2																																
61081	65072	65072	65822	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	1																																
61082	65073	65073	65823	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	1																																
61083	65074	65074	65824	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	4	23216	2	22820	1																																		
61084	65075	65075	65825	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	4	23216	2	22820	1																																		
61085	65076	65076	65826	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	2																																
61086	65077	65077	65827	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	1																																
61087	65078	65078	65828	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	5	23216	1	23217	1	22820	1																																
61088	65079	65079	65829	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	4	23216	2	22820	1																																		
61089	65080	65080	65830	0	0	1	0	1	21451	2000	8	32000	22819	9	23215	4	23216	2	22820	1																																		
61100	65101	65101	65831	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	2																																
61101	65102	65102	65832	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	1																																
61102	65103	65103	65833	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	1																																
61103	65104	65104	65834	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	4	23219	2	22833	1																																		
61104	65105	65105	65835	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	4	23219	2	22833	1																																		
61105	65106	65106	65836	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	2																																
61106	65107	65107	65837	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	1																																
61107	65108	65108	65838	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	5	23219	1	23220	1	22833	1																																
61108	65109	65109	65839	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	4	23219	2	22833	1																																		
61109	65110	65110	65840	0	0	1	0	1	21451	2000	8	32000	22832	9	23218	4	23219	2	22833	1																																		
61110	65091	65091	65841	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	2																																
61111	65092	65092	65842	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	1																																
61112	65093	65093	65843	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	1																																
61113	65094	65094	65844	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	4	23222	2	22839	1																																		
61114	65095	65095	65845	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	4	23222	2	22839	1																																		
61115	65096	65096	65846	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	2																																
61116	65097	65097	65847	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	1																																
61117	65098	65098	65848	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	5	23222	1	23223	1	22839	1																																
61118	65099	65099	65849	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	4	23222	2	22839	1																																		
61119	65100	65100	65850	0	0	1	0	1	21451	2000	8	32000	22838	9	23221	4	23222	2	22839	1																																		
61120	65111	65111	65851	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	2																																
61121	65112	65112	65852	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	1																																
61122	65113	65113	65853	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	1																																
61123	65114	65114	65854	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	4	23225	2	22846	1																																		
61124	65115	65115	65855	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	4	23225	2	22846	1																																		
61125	65116	65116	65856	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	2																																
61126	65117	65117	65857	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	1																																
61127	65118	65118	65858	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	5	23225	1	23226	1	22846	1																																
61128	65119	65119	65859	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	4	23225	2	22846	1																																		
61129	65120	65120	65860	0	0	1	0	1	21451	2000	8	32000	22845	9	23224	4	23225	2	22846	1																																		
61200	65121	65121	65861	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	2																																
61201	65122	65122	65862	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	1																																
61202	65123	65123	65863	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	1																																
61203	65124	65124	65864	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	4	23228	2	22898	1																																		
61204	65125	65125	65865	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	4	23228	2	22898	1																																		
61205	65126	65126	65866	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	2																																
61206	65127	65127	65867	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	1																																
61207	65128	65128	65868	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	5	23228	1	23229	1	22898	1																																
61208	65129	65129	65869	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	4	23228	2	22898	1																																		
61209	65130	65130	65870	0	0	1	0	1	21451	2000	8	32000	22897	9	23227	4	23228	2	22898	1																																		
61300	65131	65131	65871	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	2																																
61301	65132	65132	65872	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	1																																
61302	65133	65133	65873	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	1																																
61303	65134	65134	65874	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	4	23231	2	22650	1																																		
61304	65135	65135	65875	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	4	23231	2	22650	1																																		
61305	65136	65136	65876	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	2																																
61306	65137	65137	65877	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	1																																
61307	65138	65138	65878	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	5	23231	1	23232	1	22650	1																																
61308	65139	65139	65879	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	4	23231	2	22650	1																																		
61309	65140	65140	65880	0	0	1	0	1	21451	2000	8	32000	22649	9	23230	4	23231	2	22650	1																																		
61240	65141	65141	65881	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	2																																
61241	65142	65142	65882	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	1																																
61242	65143	65143	65883	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	1																																
61243	65144	65144	65884	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	4	23234	2	22480	1																																		
61244	65145	65145	65885	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	4	23234	2	22480	1																																		
61245	65146	65146	65886	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	2																																
61246	65147	65147	65887	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	1																																
61247	65148	65148	65888	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	5	23234	1	23235	1	22480	1																																
61248	65149	65149	65889	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	4	23234	2	22480	1																																		
61249	65150	65150	65890	0	0	1	0	1	21451	2000	8	32000	22479	9	23233	4	23234	2	22480	1																																		
61250	65151	65151	65891	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	2																																
61251	65152	65152	65892	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	1																																
61252	65153	65153	65893	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	1																																
61253	65154	65154	65894	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	4	23237	2	22552	1																																		
61254	65155	65155	65895	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	4	23237	2	22552	1																																		
61255	65156	65156	65896	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	2																																
61256	65157	65157	65897	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	1																																
61257	65158	65158	65898	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	5	23237	1	23238	1	22552	1																																
61258	65159	65159	65899	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	4	23237	2	22552	1																																		
61259	65160	65160	65900	0	0	1	0	1	21451	2000	8	32000	22551	9	23236	4	23237	2	22552	1																																		
61280	65161	65161	65901	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	2																																
61281	65162	65162	65902	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	1																																
61282	65163	65163	65903	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	1																																
61283	65164	65164	65904	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	4	23240	2	22501	1																																		
61284	65165	65165	65905	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	4	23240	2	22501	1																																		
61285	65166	65166	65906	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	2																																
61286	65167	65167	65907	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	1																																
61287	65168	65168	65908	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	5	23240	1	23241	1	22501	1																																
61288	65169	65169	65909	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	4	23240	2	22501	1																																		
61289	65170	65170	65910	0	0	1	0	1	21451	2000	8	32000	22499	9	23239	4	23240	2	22501	1																																		
61150	65171	65171	65911	0	0	1	0	1	21451	2000	10	40000	22863	9	23254	5	23255	1	23256	1	22864	2																																
61151	65172	65172	65912	0	0	1	0	1	21451	2000	10	40000	22863	9	23254	5	23255	1	23256	1	22864	1																																
