#TSV
#============Begin of sheet============
@Sheet=VIP保底奖励策略
VIP奖励索引ID	道具ID	道具名称	道具数量	相对概率	对应关卡	绑定类型
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140804	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140805	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140806	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140807	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140808	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140809	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140810	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		1	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		2	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		3	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		4	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		5	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		6	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		7	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		8	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		9	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		10	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		11	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		12	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		13	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		14	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		15	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		16	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		17	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		18	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		19	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140802		0	0	0		20	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		21	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		22	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		23	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		24	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		25	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		26	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		27	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		28	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		29	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		30	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		31	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		32	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		33	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		34	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		35	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		36	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		37	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		38	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		39	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		40	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		41	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		42	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		43	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		44	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		45	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		46	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		47	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		48	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		49	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		50	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		51	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		52	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		53	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		54	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		55	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		56	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		57	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		58	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140801		0	0	0		59	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140803		0	0	0		60	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		61	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		62	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		63	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		64	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		65	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		66	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		67	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		68	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		69	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		70	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		71	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		72	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		73	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		74	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		75	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		76	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		77	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		78	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		79	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		80	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		81	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		82	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		83	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		84	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		85	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		86	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		87	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		88	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		89	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		90	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		91	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		92	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		93	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		94	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		95	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		96	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		97	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		98	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140804		0	0	0		99	
140811	100	80	1	0	400	100	0		0	0	0	0	0	0	0	0	0	0	1	1	140805		0	0	0		100	
100101	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100102	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100105	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100111	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100112	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100201	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100202	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100211	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100212	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100221	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100222	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100301	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
100302	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100311	100	80	1	0	100	100	150		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100312	100	80	1	0	100	100	150		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100321	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100322	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100331	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
100332	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100341	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100401	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100402	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100411	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100412	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100421	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100422	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100431	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100501	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100502	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100511	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
100512	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100531	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100601	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100611	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
100612	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100621	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
100622	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100631	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100641	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100646	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100648	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	78		1	0	2002			200
100701	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100702	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100705	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100707	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100711	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100712	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100721	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100722	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100731	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100741	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100742	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100748	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100801	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			200
100802	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
100811	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
100821	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
120201	100	80	1	0	100	100	150		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
120205	100	80	1	0	100	100	150		4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			
120206	100	80	1	0	100	100	150		4	1	4	1	15	15	1	1	23	23	1	1	76		1	61	2003			
101001	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101011	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101021	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101027	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101041	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101045	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	78		1	0	2002			
101046	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101048	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	78		1	0	2002			
101101	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101106	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101131	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101139	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101141	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101143	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	78		1	0	2002			
101401	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101411	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101421	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101431	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
101441	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
101445	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	78		1	0	2002			
101711	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
140701	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			200
140711	100	80	1	0	100	100	300		4	1	4	1	9	9	1	1	15	15	1	1	74		1	59	2002			
401001	100	80	1	0	100	100	300		4	1	4	1	3	3	1	1	7	7	1	1	73		1	58	2001			
401002	100	80	1	0	100	100	300		4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			
401003	100	80	1	0	100	100	300	20	4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			200
401004	100	80	1	0	100	100	300	20	4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			200
401005	100	80	1	0	100	100	600		4	1	4	1	15	15	1	1	23	23	1	1	76		1	61	2003			
401301	100	80	1	0	100	100	600	30	4	1	4	1	15	15	1	1	23	23	1	1	76		1	0	2003			200
401401	0	0	1	0	0	0	0		4	1	4	1	3	3	1	1	7	7	1	1			1	0	0			
401402	0	0	1	0	0	0	0		4	1	4	1	9	9	1	1	15	15	1	1			1	0	0			200
402401	0	0	1	0	0	0	0		4	1	4	1	3	3	1	1	7	7	1	1			1	0	0			
402402	0	0	1	0	0	0	0		4	1	4	1	3	3	1	1	7	7	1	1			1	0	0			
402001	100	80	1	0	100	100	300		4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			
402301	100	80	1	0	100	100	600	30	4	1	4	1	15	15	1	1	23	23	1	1	76		1	0	2003			200
402302	100	80	1	0	100	100	600	30	4	1	4	1	15	15	1	1	23	23	1	1	76		1	0	2003			
403002	100	80	1	0	100	100	150		4	1	4	1	12	12	1	1	19	19	1	1	75		1	60	2003			
